www.cosy-climbing.net
!zzl_superjump2! 181.47 Cupe ar
ty_vahhouse 39.72 Quality se
ty_zavod 79.34 marc0z ar
tz_3blockz 1663.52 FrX pl
tz_caved_h 127.05 patchouli cn
tz_xen 97.76 colcol` hk
ugly_60unitbig 54.5 Sprite cn
ugly_agamiblock 13.12 outside ru
ugly_bhop 12.42 LeblE kr
ugly_climb 29.26 kappA_^ il
ugly_duckbhop 16.77 TheM00N kr
ugly_fastclimb 104.8 Mrjuice ar
ugly_ljrun 7.68 outside ru
ugly_ljrun_h 7.89 ata bg
ugly_slideup 48.05 BloLy cn
ugly_slide_brick 9.04 outside ru
ugly_slide_rock 7.55 outside ru
ugly_slide_rock2 11.04 flores ru
ugly_stairstoon 12.05 Un1Moon n-a
ugly_strafemaster 7.25 Un1Moon cn
ugly_toonhop 39.58 Juby tw
ul_spring 127.34 patchouli gb
unbkz_alert 56.73 LANE cn
underground_clantest 149.1 LANE cn
uNKm_bhop_easy 57.19 Xsi bg
uNKm_bhop_easy[-272] 77.27 L377 cn
unkm_bhop_medium 52.01 Xsi bg
uq_8ball1bhop 50.78 L377 cn
uq_autumn 49.33 Hinata us
uq_axn_imoor 67.24 badgamer be
uq_axn_kang 20.52 badgamer be
uq_axn_warningbase 57.53 Dolphin ru
uq_colorbhop 10.04 Juby tw
uq_colortrace_h 14.27 topoviygus ru
uq_escape 33.95 LeblE kr
uq_extreme_caution 66 kappA_^ il
uq_goldscare 155.59 MEfro ru
uq_hardblock 38.44 talita ar
uq_knot 7.16 klinch bg
uq_knot_ez 9.6 klinch bg
uq_ljrace[easy] 12.38 colcol` hk
uq_ljrace[hard] 12.6 outside ru
uq_ljrace[xtreme] 5.82 outside ru
uq_militias 182.96 script br
uq_miniblock_ez 29.55 talita ar
uq_miniblock_h 39.35 Hinata us
uq_savanna 39.83 script br
uq_skrol_bhop 71.12 junt cn
uq_streetclimb 168.13 script br
uss_tubiega_bhop 35.96 L377 cn
uubhop 109.18 rawe ar
val_downstairs 13.15 outside ru
vcn_cbkz_rescue 324.89 BloLy n-a
vcn_mc_bhop_ez 161.75 Shad0ws ca
vcn_mc_bhop_h 204.08 TeAAm.D3D cn
vcn_parkour3 31.54 colcolx hk
vee_adventure 65.32 fykseN cz
vektor_longhole 101.09 loeew ua
vektor_parquetblock 38.48 rawe ar
vektor_quietafternoon 71.12 Juby tw
vektor_state_of_euphoria 72.9 Adantoud ua
vektor_stoneandmountains 143.36 neko au
viva_mujica 49.77 OK hk
viva_peron 54.29 Mrjuice ar
viz_eggert 22.44 colcol` hk
viz_ferreira 96.26 klinch bg
vkr_uncomfortable 155.64 fykseN cz
vkz_outland 84.39 Mrjuice ar
vkz_trash 45.46 quby tw
vkz_veee 23.73 colcol` hk
vlierey_sandvalley 27.29 Mrjuice ar
vlt_hardbl0ck 28.37 klinch bg
vlt_hard_neighbourhood 3.8 outside ru
vlt_hard_neighbourhood[full] 23.1 klinch bg
vLy_255x5 52.16 belayed kz
vLy_5_blocks 4.41 outside ru
vLy_5_colors 34.49 klinch bg
vLy_bhop 43.25 LeblE kr
vLy_blueclimb 84.54 rawe us
vLy_brickbhop 4.16 outside ru
vLy_brickclimb 36.82 klinch bg
vLy_cliff 16.01 aLeee ar
vLy_cliff_h 22.8 klinch bg
vLy_conc 20.51 Juby tw
vLy_creteypoohop 16.41 L377 cn
vLy_easy 17.51 LeblE kr
vLy_fall 31.08 outside ru
vLy_fastbhop 13.54 LeblE kr
vLy_fastrun 21.95 LeblE kr
vLy_grassbhop 9.61 klinch bg
vLy_grassclimb 32.59 colcolx hk
vLy_hb_juhx 6.92 topoviygus ru
vLy_hill 62.63 ANE cn
vLy_hop 7.2 outside ru
vLy_juhxclimb 14.83 colcolx hk
vLy_minecraft 11.08 outside ru
vLy_rockclimb 25.27 klinch bg
vLy_stairsblock 77.68 Un1Moon cn
vLy_stairsblock2 82.69 colcol` hk
vLy_stairs_bhop 21.38 colcol` hk
vLy_TSLTTS 37.48 Un1Moon us
vLy_woodbhop 11.61 outside ru
vp_grassbrick 24.86 klinch bg
vs_dustybhopz 63.68 L377 cn
vt_lummoxbhop_e 116.25 Matelala n-a
vt_rearbrick 59.44 klinch bg
w4rd_torridbhop 23.01 LeblE kr
wannei_30_stairs 8.13 Un1Moon cn
water_jump 51.91 BloLy cn
water_jump_2011 99.69 seniug ar
water_jump_v2 77.45 flores ru
wh_brickruins 40.15 kappA_^ il
will_highedge16000 9.32 Sprite cn
wkz_duckbhop 3.88 outside ru
wnkz_bhop 97.04 DizZy tw
wnkz_firsty_v2 190.04 patchouli gb
wps_aztec 95.13 vespeR us
wps_bhop 56.82 rawe ar
wps_block_ez 239.43 Johnny fi
wps_bricks 61.45 neko cn
wps_deathforce 55.81 colcol` hk
wps_deathforce_h 67.83 dropzone ru
wps_dustbhop 38.61 chun cn
wps_dustbhop2 29.83 chun cn
wps_fastclimb 38.88 Matelala ar
wps_god 0 n/a n-a
wps_hologram_fast 7.21 outside ru
wps_naturerun 197.13 Johnny fi
wps_tark 26.59 Matelala ar
wrz_grassclimb 56.99 pHyzYp cn
wrz_nightmare 34.94 Dolphin ru
wsp_enclosure 281.38 Cupe ar
wxii_blocks 0 n/a n-a
wxii_hazed 37.27 Juby tw
wxii_narrow 0 n/a n-a
wxii_rainybhop 139.86 FN007 cn
wxii_snowcave 0 n/a n-a
wxii_snowcave 0 n/a n-a
wx_rain 59.1 rawe ar
wx_woodcluster 0 n/a n-a
xjbg_bhopclimblongjump_b01 45.66 6dAs uy
xjbg_bhoptemple 31.03 Un1Moon ro
xjbg_bhoptemple_hard 36.15 colcol` hk
xjbg_climbhop 14.57 topoviygus ru
xjbg_hillblock_b02 214.55 miketang1993 ca
xjbg_hillhop_b33 155.41 Cupe ar
xjbg_jumpdown 6.03 Skizo_ hu
xjbg_longjumpwarehouse 4.07 outside ru
xjbg_longjumpwarehouse_h 3.86 outside ru
xjbg_river 42.02 marc0z] n-a
xjbg_summermountain 109.11 fanzeng cn
XMG_MoTianLun 136.34 Dubstep ru
xm_blocks 15.71 HaMMa tn
xm_desertclimb 195.83 Cupe ar
xpaw_bhop_b1 21.39 LeblE kr
Xray_longjumps[235-250] 37.5 LANE cn
Xray_longjumps[250x10] 23.58 LANE cn
xr_hb_whoknows 0 n/a n-a
xr_initially 0 n/a n-a
xr_nonstop 19.04 t!mef ru
xyy_256practice 18.22 LANE cn
xyy_hardzone 164.63 klinch bg
xyy_iamnoob 16.11 yashiro br
xyy_ibelieve_u_can 28 klinch bg
xyy_trickjump_e 9.56 klinch bg
xyy_trickjump_h 12.32 klinch bg
ytt_hexahedron 25.54 colcol` hk
ytt_lavacave 171.81 Cupe ar
ytt_minihall 54.5 colcolx hk
ytt_ruins 27.13 Penguin tw
ytt_slide_nature 23.6 BloLy cn
Y_minicas 80.8 Penguin tw
Y_Pno 19.71 ChKy cn
Y_textures 187.28 rawe ar
zg_speed 14.23 flores ru
zh_blacknwhite_bhop 10.17 klinch bg
zink_2011 58.5 LeblE kr
zink_2014 62.2 Matelala n-a
zink_2ways 18.22 LeblE kr
zink_5_sec 4.29 outside ru
zink_alphabhop 15.4 LeblE kr
zink_barrelbhop 21.06 kappA_^ il
zink_basementblock 36.25 klinch bg
zink_bhop 40.2 LeblE kr
zink_blockfun 26.76 colcol` hk
zink_boxstyle 86.97 rawe ar
zink_climbday 132.02 colcolx hk
zink_creteblock 73.57 Cordyline ru
zink_egyptianhop 36.75 colcol` hk
zink_eli_bhop 8.98 outside ru
zink_fastrun_v2 16.93 outside ru
zink_hb_benassi 11.82 rawe ar
zink_hb_juhx 17.32 outside ru
zink_hb_leleh1337 68.4 Dolphin ru
zink_ishouldmakelongermaps 24.58 outside ru
zink_klbk_funclimb 83.59 rawe ar
zink_lj_skills 14.64 sonii br
zink_longjumpez 38.47 klinch bg
zink_longjumps_h 46 outside ru
zink_longspeed 79.69 colcol` hk
zink_minibhop 17.8 LeblE kr
zink_mountain_path 46.05 Dolphin ru
zink_nukabhop 10.51 LeblE kr
zink_nukk_bhop 36.81 LeblE kr
zink_smallclimb 22.09 colcol` hk
zink_speedbhop 79.71 outside ru
zink_speedblock 82.04 Penguin tw
zink_speedstar 22.56 outside ru
zink_stairs 17.91 Un1Moon ro
zink_stairs2 24.52 Un1Moon cn
zink_valley 37.66 rawe ar
zink_was_born_in_1990 64.74 rawe ar
zisr_speedy 55.16 L377 cn
zk_commicos 10.1 L377 cn
zr_icecave 257.96 Cupe ar
zs_60units 75.65 HaMMa tn
